name,season,status,tv_network,ano
Bonus Family,SEASON 3,Swedish series,Netflix,2019
Bordertown,SEASON 3,Finnish series,Netflix,2019
Brews Brothers,,,Netflix,2019
Brigada Costa del Sol,,Spanish series,Netflix,2019
Brotherhood (Irmandade),,Brazilian  series (fka The Faction),Netflix,2019
Cable Girls,SEASON 4,Spanish series,Netflix,2019
Cable Girls,SEASON 5,Ending with this 5th season,Netflix,2019
Cagaster of an Insect Cage,,Anime,Netflix,2019
Cannon Busters,,Anime; rescheduled from April,Netflix,2019
Carmen Sandiego,SEASON 2,Animated series,Netflix,2019
Carole & Tuesday,,Anime,Netflix,2019
Castlevania,SEASON 3,Renewed for a 4th season on 3/27,Netflix,2019
Charité,SEASON 2,German series,Netflix,2019
Chief of Staff,,Korean series,Netflix,2019
Chief of Staff,SEASON 2,Korean series,Netflix,2019
Chilling Adventures of Sabrina,SEASON 3,Renewed through S4 on 12/18/18,Netflix,2019
Chip and Potato,SEASON 2,Animated series,Netflix,2019
The Chosen One,SEASON 2,Brazilian series,Netflix,2019
The Club,,Mexican series,Netflix,2019
Control Z,,Mexican series,Netflix,2019
Crash Landing on You,,Korean series,Netflix,2019
Creeped Out,SEASON 2,,Netflix,2019
Criminal,,Anthology series,Netflix,2019
The Crown,SEASON 3,Extended through S5 on 1/31/20,Netflix,2019
Dark,SEASON 2,German series,Netflix,2019
The Dark Crystal: Age of Resistance,,,Netflix,2019
Daybreak,,Canceled 12/16,Netflix,2019
Dead to Me,SEASON 2,Renewed for a 3rd (final) season on 7/6/20,Netflix,2019
Dear White People,SEASON 3,Renewed for a 4th (final) season on 10/2,Netflix,2019
The Deep,SEASON 3,Animated series,Netflix,2019
Derry Girls,SEASON 2,,Netflix,2019
Designated Survivor,SEASON 3,Moved from ABC; canceled 7/24,Netflix,2019
Designated Survivor: 60 Days,,Korean adaptation,Netflix,2019
Diablero,SEASON 2,Mexican series,Netflix,2019
The Disastrous Life of Saiki K.: Reawakened,,Anime,Netflix,2019
Disenchantment,SEASON 2,Renewed for  2 add'l parts on 10/22/18,Netflix,2019
Dollar,,Lebanese series,Netflix,2019
Dolly Parton's Heartstrings,,,Netflix,2019
Dorohedoro,,Anime,Netflix,2019
Dracula,,,Netflix,2019
The Dragon Prince,SEASON 3,Animated; renewed through S7 on 7/24/20,Netflix,2019
Dragons: Rescue Riders,,Animated series,Netflix,2019
The Eddy,,,Netflix,2019
El marginal,SEASON 3,Argentinian series,Netflix,2019
Élite,SEASON 2,Spanish series; renewed 8/29,Netflix,2019
Élite,SEASON 3,Spanish series; renewed 5/22,Netflix,2019
The End of the F***ing World,SEASON 2,,Netflix,2019
The English Game,,Miniseries,Netflix,2019
The Expanding Universe of Ashley Garcia,,,Netflix,2019
Extracurricular,,Korean series,Netflix,2019
Family Business,,French series,Netflix,2019
Family Reunion,,Renewed for a 2nd season on 9/17,Netflix,2019
Fast & Furious: Spy Racers,,Animated series,Netflix,2019
Fauda,SEASON 3,Israeli series,Netflix,2019
Feel Good,,,Netflix,2019
The Fix,,,Netflix,2019
Followers,,Japanese series,Netflix,2019
Forest of Piano,SEASON 2,Anime,Netflix,2019
Free Rein,SEASON 3,,Netflix,2019
Freud,,German series,Netflix,2019
Fuller House,SEASON 5,Ending with this 5th season,Netflix,2019
Gentefied,,Renewed for a 2nd season on 5/18,Netflix,2019
The Ghost Bride,,Taiwanese series,Netflix,2019
Ghost in the Shell: SAC_2045,,Anime,Netflix,2019
The Gift,,Turkish series,Netflix,2019
Giri/Haji,,,Netflix,2019
Glitch Techs,,Animated series,Netflix,2019
GLOW,SEASON 3,Renewed for a 4th (final) season on 9/20,Netflix,2019
Go! Go! Cory Carson,,Animated series,Netflix,2019
Grace and Frankie,SEASON 6,Renewed for a 7th (final) season on 9/4,Netflix,2019
Green Eggs and Ham,,Animated series; renewed 12/20,Netflix,2019
Green Frontier,,Colombian series,Netflix,2019
Greehouse Academy,SEASON 3,,Netflix,2019
Greehouse Academy,SEASON 4,,Netflix,2019
Hache,,Spanish series,Netflix,2019
Harvey Girls Forever!,SEASON 3,Animated series,Netflix,2019
Harvey Girls Forever!,SEASON 4,Animated series,Netflix,2019
Hasmukh,,Indian series,Netflix,2019
The Healing Powers of Dude,,,Netflix,2019
Hello Ninja,,Animated series,Netflix,2019
Hello Ninja,SEASON 2,Animated series,Netflix,2019
High Seas,SEASON 2,Spanish series,Netflix,2019
The Hockey Girls  (Les de l'hoquei),,Spanish series,Netflix,2019
Hollywood,,Miniseries,Netflix,2019
Home for Christmas,,Norwegian series,Netflix,2019
The Hookup Plan (Plan Coeur),SEASON 2,French series,Netflix,2019
Hospital Playlist,,Korean series,Netflix,2019
The House of Flowers,SEASON 2,Mexican series,Netflix,2019
The House of Flowers,SEASON 3,Mexican series; ending with S3,Netflix,2019
I Am Not Okay With This,,,Netflix,2019
The I-Land,,Miniseries,Netflix,2019
The Iliza Shlesinger Sketch Show,,,Netflix,2019
The InBESTigators,,,Netflix,2019
The InBESTigators,SEASON 2,,Netflix,2019
Inhuman Resources (Dérapages),,French series,Netflix,2019
The Inmate (El recluso),,Mexican series,Netflix,2019
Insatiable,SEASON 2,Canceled 2/14,Netflix,2019
Into the Night,,Belgian series; renewed 7/1/20,Netflix,2019
Jamtara,,Indian series,Netflix,2019
Jinn,,Arabic-language series,Netflix,2019
Kabaneri of the Iron Fortress: The Battle of Unato,,,Netflix,2019
Kakegurui,SEASON 2,Anime,Netflix,2019
Kengan Ashura,,Anime,Netflix,2019
Kingdom,SEASON 2,Korean   series,Netflix,2019
Kipo and the Age of Wonderbeasts,,Animated series,Netflix,2019
The Kominsky Method,SEASON 2,Renewed for a 3rd (final) season on 7/2/20,Netflix,2019
La Reina del Sur,SEASON 2,Mexican series,Netflix,2019
Last Chance U,SEASON 4,,Netflix,2019
The Last Kids on Earth,,Animated series,Netflix,2019
The Last Kids on Earth,SEASON 2,Animated series,Netflix,2019
The Last Kingdom,SEASON 4,Renewed 7/7/20,Netflix,2019
Le Bazar de la Charité,,French series,Netflix,2019
Legend Quest,SEASON 2,Animated series,Netflix,2019
Leila,,Indian series,Netflix,2019
The Letdown,SEASON 2,Australian series,Netflix,2019
The Letter for the King,,,Netflix,2019
Levius,,Anime,Netflix,2019
Little Things,SEASON 3,Indian series,Netflix,2019
Living With Yourself,,,Netflix,2019
Llama Llama,SEASON 2,Animated series,Netflix,2019
Locke & Key,,Renewed for a 2nd season on 3/30,Netflix,2019
Locked Up,SEASON 3,Spanish series,Netflix,2019
Locked Up,SEASON 4,Spanish series,Netflix,2019
Lost in Space,SEASON 2,Renewed for a 3rd (final) season on 3/9,Netflix,2019
Love 101,,Turkish series,Netflix,2019
Love Alarm,,Korean series,Netflix,2019
Luna Nera,,Italian series,Netflix,2019
Magic for Humans,SEASON 2,,Netflix,2019
Magic for Humans,SEASON 3,,Netflix,2019
Malibu Rescue: The Series,,,Netflix,2019
Marianne,,French series,Netflix,2019
Marvel's Jessica Jones,SEASON 3,Canceled 2/18 (S3 will still air),Netflix,2019
Medical Police,,,Netflix,2019
Medici,SEASON 3,Ending with this 3rd season,Netflix,2019
Merry Happy Whatever,,,Netflix,2019
Messiah,,Canceled 3/26,Netflix,2019
Midnight Diner: Tokyo Stories,SEASON 2,Japanese series,Netflix,2019
The Midnight Gospel,,Animated series,Netflix,2019
Mindhunter,SEASON 2,3rd season unlikely (esp. in near future),Netflix,2019
Monarca,,Mexican series,Netflix,2019
Money Heist,SEASON 3,Spanish series,Netflix,2019
Money Heist,SEASON 4,Spanish series; renewed 7/31/20,Netflix,2019
Monzón,,Argentinian series,Netflix,2019
Mortel,,French series,Netflix,2019
Mr. Iglesias,,Renewed for a 2nd season on 8/8,Netflix,2019
My Country: The New Age,,Korean series,Netflix,2019
My First First Love,SEASON 2,Korean series,Netflix,2019
My Holo Love,,Korean series,Netflix,2019
Mythomaniac,,French series,Netflix,2019
The Naked Director,,Japanese series,Netflix,2019
Narcos: Mexico,SEASON 2,,Netflix,2019
The Neighbor,,Spanish series,Netflix,2019
Never Have I Ever,,fka untitled Mindy Kaling comedy,Netflix,2019
Nicky Jam: El Ganador,,,Netflix,2019
Ni No Kuni,,Anime,Netflix,2019
Nobody's Looking,,Brazilian series,Netflix,2019
Nowhere Man,,Taiwanese series; fka Bardo,Netflix,2019
October Faction,,Canceled 3/30,Netflix,2019
Omniscient,,Brazilian series,Netflix,2019
On My Block,SEASON 3,,Netflix,2019
Orange Is the New Black,SEASON 7,Ending with this 7th season,Netflix,2019
Outer Banks,,Renewed 7/24/20,Netflix,2019
Ozark,SEASON 3,Renewed for a 4th (final) season on 6/30/20,Netflix,2019
Paquita Salas,SEASON 3,Spanish series,Netflix,2019
Paradise P.D.,SEASON 2,,Netflix,2019
Patriot Act With Hasan Minhaj,SEASON 4,,Netflix,2019
Patriot Act With Hasan Minhaj,SEASON 5,,Netflix,2019
Peaky Blinders,SEASON 5,Renewed for S6 in the UK,Netflix,2019
The Politician,,Initial order is for 2 seasons,Netflix,2019
Prince of Peoria,,,Netflix,2019
The Protector,SEASON 3,Turkish series,Netflix,2019
Puerta 7,,Argentine series,Netflix,2019
The Queen and the Conqueror,,Colombian series,Netflix,2019
Queen Sono,,African series; renewed 4/28,Netflix,2019
Queer Eye,SEASON 4,Renewed for S5 on 6/18,Netflix,2019
Ragnarok,,Norwegian series; renewed 3/4,Netflix,2019
Raising Dion,,Renewed for a 2nd season on 1/2,Netflix,2019
The Ranch,SEASON 4,Ending with this 4th season,Netflix,2019
The Road to Love,,,Netflix,2019
Rugal,,Korean series,Netflix,2019
Sacred Games,SEASON 2,Indian series,Netflix,2019
Saint Seiya: Knights of the Zodiac,,Anime,Netflix,2019
Scams,,Japanese series,Netflix,2019
Scissor Seven,,Anime,Netflix,2019
Scissor Seven,SEASON 2,Anime,Netflix,2019
Seis Manos,,Mexican animated series,Netflix,2019
Self Made: Inspired by the Life of Madam C.J. Walker,,,Netflix,2019
Sex Education,SEASON 2,Renewed for a 3rd season on 2/10,Netflix,2019
She,,Indian series,Netflix,2019
She-Ra and the Princesses of Power,SEASON 3,,Netflix,2019
She-Ra and the Princesses of Power,SEASON 4,,Netflix,2019
She-Ra and the Princesses of Power,SEASON 5,Ending with this 5th season,Netflix,2019
Sintonia,,Brazilian series; renewed 1/25,Netflix,2019
Skylines,,German series,Netflix,2019
Soundtrack,,Canceled 1/31,Netflix,2019
Space Force,,,Netflix,2019
Spectros,,,Netflix,2019
Spinning Out,,Canceled 2/3,Netflix,2019
The Spy,,Miniseries,Netflix,2019
The Stranded,,Thai series,Netflix,2019
The Stranger,,,Netflix,2019
Stranger Things,SEASON 3,Renewed for a 4th season on 9/30,Netflix,2019
Summertime,,Italian series; renewed 5/26,Netflix,2019
Super Monsters,SEASON 3,Animated series,Netflix,2019
Sweet Magnolias,,Renewed 7/23/20,Netflix,2019
Taj Mahal 1989,,Indian series,Netflix,2019
Team Kaylie,,,Netflix,2019
Thieves of the Wood,,Belgian series,Netflix,2019
Three Days of Christmas,,Spanish series,Netflix,2019
Toon,,Dutch series; 2 seasons,Netflix,2019
Top Boy,SEASON 3,First new season in 6 years,Netflix,2019
Toy Boy,,Spanish series,Netflix,2019
Trailer Park Boys: The Animated Series,SEASON 2,,Netflix,2019
Triad Princess,,Taiwanese series,Netflix,2019
The Trial,,Italian series,Netflix,2019
Trinkets,,Renewed for a final S2 on 7/29,Netflix,2019
Trolls: The Beat Goes On!,SEASON 7,Animated series,Netflix,2019
Trolls: The Beat Goes On!,SEASON 8,Animated series,Netflix,2019
Twice Upon a Time,,French series,Netflix,2019
Typewriter,,Indian series,Netflix,2019
Ultramarine Magmell,,Anime,Netflix,2019
Unauthorized Living,SEASON 2,Spanish series,Netflix,2019
Unbelievable,,Miniseries,Netflix,2019
Unit 42,,Belgian series,Netflix,2019
The Unlisted,,,Netflix,2019
Unorthodox,,German series,Netflix,2019
The Unremarkable Juanquini (Chichipatos),,Mexican series,Netflix,2019
Unstoppable,,Mexican series,Netflix,2019
V Wars,,Canceled 3/30,Netflix,2019
Vagabond,,Korean series,Netflix,2019
Valeria,,Spanish series,Netflix,2019
The Valhalla Murders,,,Netflix,2019
Vampires,,French series,Netflix,2019
Victim Number 8,,Spanish series,Netflix,2019
Virgin River,,Renewed for a 2nd season on 12/20,Netflix,2019
We are the  Wave,,German series,Netflix,2019
When the Camellia Blooms,,Korean series,Netflix,2019
White Lines,,,Netflix,2019
Wild District,SEASON 2,,Netflix,2019
The Witcher,,Renewed for a 2nd season on 11/13,Netflix,2019
Workin' Moms,SEASON 2,,Netflix,2019
Workin' Moms,SEASON 3,,Netflix,2019
Workin' Moms,SEASON 4,,Netflix,2019
The Worst Witch,SEASON 3,,Netflix,2019
Women of the Night,,Dutch series,Netflix,2019
Wu Assassins,,,Netflix,2019
Yankee,,Mexican series,Netflix,2019
Yanxi Palace: Princess Adventures,,Chinese series,Netflix,2019
YooHoo to the Rescue,SEASON 2,Animated series,Netflix,2019
You,SEASON 2,Moved from Lifetime; renewed 1/14,Netflix,2019
Absentia,SEASON 2,Renewed for a 3rd season on 9/26,Amazon Prime Video,2019
Bosch,SEASON 6,Renewed for a 7th (final) season on 2/13,Amazon Prime Video,2019
The Boys,,Renewed for a 2nd season on 7/19,Amazon Prime Video,2019
Carnival Row,,Renewed for a 2nd season on 7/27,Amazon Prime Video,2019
The Expanse,SEASON 4,Moving from Syfy; renewed 7/27,Amazon Prime Video,2019
The Family Man,,Indian series,Amazon Prime Video,2019
The Feed,,,Amazon Prime Video,2019
Free Meek,,Miniseries,Amazon Prime Video,2019
Goliath,SEASON 3,Renewed for a 4th (final) season on 11/14,Amazon Prime Video,2019
Homecoming,SEASON 2,,Amazon Prime Video,2019
Hunters,,Renewed for a 2nd season on 8/3/20,Amazon Prime Video,2019
Jack Ryan,SEASON 2,Renewed through  S3 on 2/13/19,Amazon Prime Video,2019
The Man in the High Castle,SEASON 4,Ending with this 4th season,Amazon Prime Video,2019
The Marvelous Mrs. Maisel,SEASON 3,Renewed for a 4th season on 12/12,Amazon Prime Video,2019
Modern Love,,Renewed for a 2nd season on 10/24,Amazon Prime Video,2019
The Pale Horse,,Miniseries,Amazon Prime Video,2019
Tales From the Loop,,,Amazon Prime Video,2019
Tong Wars,starts tbd,Project canceled prior to filming,Amazon Prime Video,2019
Too Old to Die Young,,Canceled 7/27,Amazon Prime Video,2019
Transparent,SEASON 5,Ending with this single-episode 5th season,Amazon Prime Video,2019
Undone,,Renewed for a 2nd season on 11/21,Amazon Prime Video,2019
Upload,,Renewed for a 2nd season on 5/8,Amazon Prime Video,2019
ZeroZeroZero,,Miniseries,Amazon Prime Video,2019
Amazing Stories,,Reboot of 1980s anthology series,Apple TV+,2019
Bastards,,Project canceled prior to filming,Apple TV+,2019
Central Park,,Initial  order is for 2 seasons,Apple TV+,2019
Defending Jacob,,Miniseries,Apple TV+,2019
Dickinson,,Renewal confirmed 10/15,Apple TV+,2019
For All Mankind,,Renewed for a 2nd season on 10/15,Apple TV+,2019
Fraggle Rock: Rock On!,,,Apple TV+,2019
Ghostwriter,,,Apple TV+,2019
Helpsters,,,Apple TV+,2019
Home Before Dark,,Renewal confirmed 10/15 & 1/19,Apple TV+,2019
Little America,,Renewal confirmed 10/15 & 12/12,Apple TV+,2019
The Morning Show,,Initial  order is for 2 seasons,Apple TV+,2019
Mythic Quest: Raven's Banquet,,Renewed for a 2nd season on 1/19,Apple TV+,2019
See,,Renewal confirmed 10/15,Apple TV+,2019
Servant,,Renewed 11/22,Apple TV+,2019
Snoopy in Space,,Animated series,Apple TV+,2019
Truth Be Told,,Renewed for a 2nd season on 3/5,Apple TV+,2019
Trying,,,Apple TV+,2019
"You Think It, I'll Say It",starts tbd,Delayed indefinitely,Apple TV+,2019
The Good Fight,SEASON 4,Renewed for a 5h season on 5/14,CBS All Access,2019
Interrogation,,,CBS All Access,2019
No Activity,SEASON 3,,CBS All Access,2019
Star Trek: Picard,,Renewed for a 2nd season on 12/16,CBS All Access,2019
Strange Angel,SEASON 2,Canceled 11/26,CBS All Access,2019
Tell Me a Story,SEASON 2,Canceled 5/11,CBS All Access,2019
Tooning Out the News,,Delayed from planned 3/16 start,CBS All Access,2019
Why Women Kill,,Renewed for a 2nd season on 10/16,CBS All Access,2019
Diary of a Future President,,Renewed 5/29,Disney+,2019
Forky Asks a Question,,Animated series,Disney+,2019
High School Musical: The Musical: The Series,,Renewed 10/18,Disney+,2019
The Mandalorian,,Renewal confirmed 12/27,Disney+,2019
Star Wars: The Clone Wars,SEASON 7,New network; final season,Disney+,2019
American Horror Story,"SEASON 9 (""1984"")",S10 renewal 8/3/18; S11-S13 renewal 1/9/20,FX Networks,2019
Baskets,SEASON 4,Canceled 7/31,FX Networks,2019
Better Things,SEASON 4,Renewed for a 5th season on 5/26,FX Networks,2019
Breeders,,Renewed for a 2nd season on 5/18,FX Networks,2019
Cake,,FXX; renewal confirmed 11/7,FX Networks,2019
Cake,SEASON 2,FXX; renewed 5/26,FX Networks,2019
A Christmas Carol,,Miniseries,FX Networks,2019
Dave,,FXX; renewed for a 2nd season on 5/11,FX Networks,2019
It's Always Sunny in Philadelphia,S14,Renewed for a 15th season on 5/26,FX Networks,2019
Legion,SEASON  3,Ending with this 3rd season,FX Networks,2019
Mayans M.C.,SEASON 2,Renewed for a 3rd season on 11/4,FX Networks,2019
Mr Inbetween,SEASON 2,Renewed 5/26,FX Networks,2019
Pose,SEASON 2,Renewed for a 3rd season on 6/17,FX Networks,2019
Snowfall,SEASON 3,Renewed for a 4th season on 8/6,FX Networks,2019
The Weekly,,Renewed 5/26,FX Networks,2019
What We Do in the Shadows,SEASON 2,Renewed for a 3rd season on 5/22,FX Networks,2019
Love Life,,Anthology series; renewed 6/11/20,HBO Max (new WarnerMedia  streaming service; launches May 27),2019
The Accident,,3rd season of National Treasure anthology,Hulu,2019
Baghdad Central,,,Hulu,2019
Castle Rock,SEASON 2,,Hulu,2019
Das Boot,,Miniseries,Hulu,2019
Devs,,Miniseries; formerly set for FX broadcast,Hulu,2019
Dollface,,Renewed for a 2nd season on 1/17,Hulu,2019
Endlings,,,Hulu,2019
Four Weddings and a Funeral,,,Hulu,2019
Future Man,SEASON 3,Ending with this 3rd season,Hulu,2019
The Great,,Renewed for a 2nd season on 7/2/20,Hulu,2019
The Handmaid's Tale,SEASON 3,Renewed for a 4th season on 7/26,Hulu,2019
Harlots,SEASON 3,Canceled 6/10/20,Hulu,2019
High Fidelity,,Project moved from Disney+,Hulu,2019
Into the Dark,SEASON 2,Monthly anthology,Hulu,2019
Letterkenny,SEASON 7,Now a Hulu exclusive in the U.S.,Hulu,2019
Letterkenny,SEASON 8,,Hulu,2019
Light as a Feather,SEASON 2,,Hulu,2019
Little Fires Everywhere,,Miniseries,Hulu,2019
Looking for Alaska,,Miniseries,Hulu,2019
Marvel's Ghost Rider,,Canceled 9/25 prior to filming,Hulu,2019
Marvel's Howard the Duck,,Project canceled 1/24/20 (never produced),Hulu,2019
Marvel's The Offenders,,Animated miniseries; assumed canceled,Hulu,2019
Marvel's Runaways,SEASON 3,Canceled 11/18,Hulu,2019
Marvel's Tigra & Dazzler Show,,Project canceled 1/24/20 (never produced),Hulu,2019
Mrs. America,,Miniseries; formerly set for FX broadcast,Hulu,2019
Normal People,,Miniseries,Hulu,2019
Ramy,SEASON 2,Renewed 7/9/20,Hulu,2019
Reprisal,,Canceled 6/10/20,Hulu,2019
Shrill,SEASON 2,Renewed for a 3rd season on 3/31,Hulu,2019
Solar Opposites,,Animated; initial order is for 2 seasons,Hulu,2019
This Way Up,,,Hulu,2019
Utopia Falls,,,Hulu,2019
The Vampire Chronicles,starts tbd,Project canceled Dec. 2019; will not air on Hulu,Hulu,2019
Veronica Mars,SEASON 4,Moves to Hulu from CW,Hulu,2019
Wu-Tang: An American Saga,,Renewed for a 2nd season on 1/17,Hulu,2019
Zomboat!,,,Hulu,2019
The At-Home Variety Show,,,"Peacock (NBCUniversal streaming service, launches April 15 & July 15)",2019
68 Whiskey,,,PAR,2019
Alternatino with Arturo Castro,,Renewed 5/11 but moving to Quibi,COM,2019
Almost Paradise,,,WGN,2019
Ambitions,,Canceled 1/23,OWN,2019
American Dad!,SEASON 15,,TBS,2019
American Princess,,Scripted series; canceled 8/29,LIFE,2019
American Soul,SEASON 2,,BET,2019
Are You Afraid of the Dark?,,Renewed 2/19,NICK,2019
At Home With Amy Sedaris,SEASON 3,,TRU,2019
Awkwafina Is Nora From Queens,,Renewed for a 2nd season on 1/14,COM,2019
Bad Mothers,,Sundance Now,SUND,2019
Ballmastrz: 9009,SEASON 2,,ADSW,2019
Baptiste,,,PBS,2019
Barkskins,,Scripted miniseries,NGC,2019
Baroness Von Sketch Show,S4,Renewed for a 5th (final) season,IFC,2019
Beef House,,,ADSW,2019
Belgravia,,Miniseries,EPIX,2019
Best Intentions,,Project canceled 3/4 prior to airing,POP,2019
Better Call Saul,SEASON 5,Renewed for a 6th (final) season on 1/16,AMC,2019
Bigger,,Renewed 2/18,BET+,2019
The Birch,,,FB,2019
Black Jesus,SEASON 3,,ADSW,2019
Blood,SEASON 2,,ACRN,2019
The Bold Type,SEASON 4 resumes 6/11,,FREEF,2019
Briarpatch,,Canceled 7/17/20,USA,2019
Brockmire,SEASON 4,Canceled 12/12; will end with S4,IFC,2019
Bruh,,,BET+,2019
Bunk'd,SEASON 4,,DISN,2019
Call the Midwife,SEASON 9,,PBS,2019
Carl Weber's Influence,,,BET+,2019
Carter,SEASON 2,,WGN,2019
Cherish the Day,,Anthology,OWN,2019
Chesapeake Shores,SEASON 4,Renewed 7/15/20,HALL,2019
Claws,SEASON 3,Renewed for a 4th (final) season on 10/1,TNT,2019
Clique,SEASON 2,,POP,2019
Condor,SEASON 2 starts tbd,Network defunct; not sure if/when will air,DIREC,2019
A Confession,,,BRIT,2019
Crank Yankers,,Reboot; renewed 3/5,COM,2019
Creepshow,,Renewed for a 2nd season on 10/30,SHUD,2019
Curfew,,Exclusive to Spectrum cable subscribers,SPEC,2019
Danger Force,,,NICK,2019
Dare Me,,Canceled 4/30,USA,2019
David Makes Man,,Renewed for a 2nd season on 12/19,OWN,2019
The Dead Lands,,,SHDR,2019
Dead Still,,,ACRN,2019
Deadwater Fell,,Miniseries,ACRN,2019
The Detour,SEASON 4,Canceled 9/4,TBS,2019
Diggstown,,,BET+,2019
The Disappearance,,Delayed from original July 2018 date,WGN,2019
Dispatches From Elsewhere,,Anthology,AMC,2019
Doctor Who,SEASON 12,,BBCA,2019
The Dress Up Gang,,,TBS,2019
Drunk History,SEASON 6,Renewed for a 7th season on 8/26,COM,2019
Dublin Murders,,American debut of British/Irish series,STRZ,2019
The Durrells in Corfu,SEASON 4,Ending with this 4th season,PBS,2019
Endeavour,SEASON 6,Renewed for a 7th season on 3/7/19,PBS,2019
The Eric Andre Show,SEASON 5,,ADSW,2019
Everything's Gonna Be Okay,,Renewed for a 2nd season on 5/19,FREEF,2019
Family Time,SEASON 7,,BNCE,2019
Fear the Walking Dead,SEASON 5,Renewed for a 6th season on 7/19,AMC,2019
Final Space,SEASON 2,Moves to Adult Swim from TBS,ADSW,2019
First Wives Club,,Renewed for a 2nd season on 11/25,BET+,2019
Five Points,SEASON 2,Facebook Watch,FB,2019
Flack,SEASON 2,Canceled 3/4 prior to air; picked up by Amazon 6/11/20,POP,2019
